Barn ID,Barn Name,Ear Tag Code,Registration Number,Registration Name,Chain Number,Location Pen Number,Nomination ID,Order Number,Order Date,Lab Status,Lab Status Date,Genotyped,Current group,Initial group,Birth Date,Due Date,Calving Date,Type,Lact. Number,Preg Status,No. Services,Inb.%,Genomic Inb. %,R-Value,Sire Semen Code,Sire Reg Number,Sire Name,Dam,MGS Semen Code,MGS Reg Number,MGS Name,GMGS Semen Code,GMGS Reg Number,GMGS Name,Proof Source,Evaluation date,Immunity,Calf,LPI,paLPI,Pro$,paPro$,Client Index,paClient Index,PROD,HEALTH,L-TYPE,REPRO,M-ABILITY,ENVIRO,Milk (kg),Fat (kg),%Fat,Prot (kg),%Prot,FE,BMR,ME,SCS,HL,MR,MDR,HH,LP,DF,MSp,MTemp,CA,DCA,BCS,CO,CH,Conf,MS,FL,DS,RU,UD,UT,MSu,UF,FA,TL,FTP,RTP,RAH,RAW,FAng,HD,LOC,FLV,RLSV,RLRV,BQ,STA,HFE,CW,BD,RS,RAng,PW,LS,TP,Polled Test,Color Test,BLAD,BY,CIT,CVM,DUMPS,MF,HH1,HH2,HH3,HH4,HH5,HH6,HCD,HMW,A2 Test,KappaBB,Lactoglobulin,BetaCasein,AY%,BS%,GU%,HO%,JE%,Parent conflict,Parent discovered,Original Sire Semen Code,Original Sire Reg Number,Original Sire Name,Original Dam Reg Number,Original MGS Semen Code,Original MGS Reg Number,Original MGS Name
SYN0042,SYNTHETIC_ANIMAL_042,SYN0042,SYN0042,SYNTHETIC_ANIMAL_042,,2.0,SYN0042,SYN0042,2022-03-07 14:22:22.559468154,,,Y,,,2018-12-22 18:27:47.154618537,2026-12-13 15:21:26.133864134,,Heifer,5.0,NP,1.0,10.043072920473804,9.649083429785037,12.908980666690322,SYNTH00042,SYNTHM00000001,SYNTH_SIRE_15,SYN0042,SYNTH00042,SYNTH00042,SYNTHETIC_ANIMAL_042,SYNTH00042,SYNTH00042,SYNTHETIC_ANIMAL_042,SMX PA,2026-01-21 19:06:39.037569598,114.0,,3571.0,3102.0,958.0,-52.0,2897.0,3040.0,599.0,553.0,566.0,451.0,534.0,599.0,-427.0,2.0,0.8936719203408188,18.0,0.09878088044907744,95.0,104.0,102.0,104.0,104.0,98.0,99.0,99.0,100.0,103.0,102.0,103.0,101.0,108.0,98.0,108.0,99.0,8.0,8.0,4.0,0.0,4.0,-2.0,1.0,6.0,-9.0,2.0,-3.0,-5.0,0.0,-0.0,1.0,7.0,3.0,8.0,-3.0,5.0,5.0,0.0,2.0,0.0,-2.0,1.0,4.0,-2.0,7.0,-4.0,4.0,,,0.0,8.0,0.0,3.0,1.0,1.0,0.23009507324507816,0.5568087144132452,5.225784899462788,1.0,0.0,0.0,0.0,7.0,A2/A2,AC,AB,AB,0.0,,0.0,100.0,0.0,N,,SYNTH00042,SYNTH00042,SYNTHETIC_ANIMAL_042,SYNTH00042,SYNTH00042,SYNTH00042,SYNTHETIC_ANIMAL_042
SYN0043,SYNTHETIC_ANIMAL_043,SYN0043,SYN0043,SYNTHETIC_ANIMAL_043,,1.0,SYN0043,SYN0043,2024-05-23 01:35:54.528711993,,,N,,Sexed,2026-05-22 00:52:59.862735558,2026-08-10 11:10:28.011138845,,Cow,0.0,NP,,6.837388746195719,10.336537166344904,12.251875000232456,SYNTH00043,SYNTHM00000003,SYNTH_SIRE_12,SYN0043,SYNTH00043,SYNTH00043,SYNTHETIC_ANIMAL_043,SYNTH00043,SYNTH00043,SYNTHETIC_ANIMAL_043,GPA,2026-06-17 23:57:44.696318682,101.0,,3230.0,3405.0,18.0,2114.0,2971.0,2924.0,489.0,556.0,690.0,600.0,441.0,697.0,530.0,27.0,0.23775105307379285,55.0,0.13595753164296293,96.0,94.0,107.0,101.0,102.0,96.0,105.0,100.0,96.0,102.0,92.0,101.0,98.0,103.0,102.0,103.0,97.0,9.0,3.0,2.0,4.0,5.0,4.0,-1.0,-5.0,,10.0,0.0,-3.0,4.0,8.0,4.0,-2.0,4.0,0.0,,1.0,2.0,2.0,7.0,1.0,-1.0,2.0,2.0,1.0,-0.0,-1.0,4.0,,ED/ED,1.0,13.0,0.0,0.0,1.0,1.0,0.0,8.612240370576316,23.151778850618314,1.0,0.6434189308355149,0.0,0.0,0.0,A1/A1,,NR,AA,0.0,0.0,0.0,100.0,0.0,,N,SYNTH00043,SYNTH00043,SYNTHETIC_ANIMAL_043,SYNTH00043,SYNTH00043,SYNTH00043,SYNTHETIC_ANIMAL_043
SYN0044,SYNTHETIC_ANIMAL_044,SYN0044,SYN0044,SYNTHETIC_ANIMAL_044,,,SYN0044,SYN0044,2025-02-04 12:47:31.379310382,Completed,2023-11-15 12:17:37.452738291,Y,,Conventional,2015-09-14 14:30:10.926800159,,2025-04-08 23:31:28.137606406,Heifer,1.0,P,,8.9760815235345,,12.133153657421543,SYNTH00044,SYNTHM00000002,SYNTH_SIRE_16,SYN0044,SYNTH00044,SYNTH00044,SYNTHETIC_ANIMAL_044,SYNTH00044,SYNTH00044,SYNTHETIC_ANIMAL_044,SMX PA,2026-05-23 04:40:43.204122821,100.0,105.0,2842.0,3189.0,62.0,858.0,3163.0,3507.0,504.0,559.0,843.0,458.0,398.0,433.0,538.0,62.0,-0.00714362560879242,34.0,0.17129576068609673,102.0,103.0,97.0,101.0,109.0,96.0,102.0,98.0,101.0,96.0,98.0,100.0,98.0,100.0,94.0,97.0,100.0,12.0,3.0,7.0,5.0,-1.0,-10.0,3.0,5.0,-2.0,7.0,3.0,3.0,4.0,3.0,-5.0,-2.0,4.0,1.0,,-3.0,2.0,-1.0,-6.0,12.0,6.0,1.0,3.0,-1.0,-5.0,9.0,2.0,,,1.0,0.0,0.0,4.0,1.0,1.0,9.912057618942503,0.0,6.434800146974746,1.0,0.0,3.951074882985865,0.0,0.0,A2/A2,AB,AA,,0.0,0.0,,100.0,0.0,,Y,SYNTH00044,SYNTH00044,SYNTHETIC_ANIMAL_044,SYNTH00044,SYNTH00044,SYNTH00044,SYNTHETIC_ANIMAL_044
SYN0045,SYNTHETIC_ANIMAL_045,SYN0045,SYN0045,SYNTHETIC_ANIMAL_045,,1.0,SYN0045,SYN0045,2022-04-16 08:09:55.392143088,Completed,2024-06-15 20:30:19.276585313,N,,Beef,2022-03-03 06:59:16.459243414,2027-03-22 06:24:27.578661915,,Heifer,4.0,NP,1.0,7.917040988837703,10.633036453384939,11.805354022997214,SYNTH00045,SYNTHM00000001,SYNTH_SIRE_15,SYN0045,SYNTH00045,SYNTH00045,SYNTHETIC_ANIMAL_045,SYNTH00045,SYNTH00045,SYNTHETIC_ANIMAL_045,EBV,2026-06-30 07:47:08.973275339,103.0,102.0,3519.0,3271.0,717.0,1180.0,3312.0,2787.0,513.0,362.0,597.0,539.0,468.0,357.0,1325.0,62.0,-0.1314053222364118,9.0,0.07544347851827848,107.0,101.0,97.0,106.0,104.0,99.0,102.0,99.0,96.0,106.0,96.0,103.0,99.0,99.0,97.0,102.0,104.0,4.0,6.0,4.0,8.0,7.0,3.0,3.0,-2.0,-4.0,6.0,-6.0,6.0,5.0,10.0,2.0,2.0,1.0,7.0,1.0,1.0,1.0,7.0,4.0,-1.0,-1.0,8.0,-1.0,-2.0,8.0,2.0,1.0,,ED/ED,1.0,0.0,0.0,7.0,1.0,0.0,4.232248888568133,0.0,10.472943654893854,1.0,13.69417459184579,0.0,14.349305155015042,0.0,A1/A1,,,AB,,0.0,0.0,100.0,0.0,N,,SYNTH00045,SYNTH00045,SYNTHETIC_ANIMAL_045,SYNTH00045,SYNTH00045,SYNTH00045,SYNTHETIC_ANIMAL_045
SYN0046,SYNTHETIC_ANIMAL_046,SYN0046,SYN0046,SYNTHETIC_ANIMAL_046,,2.0,SYN0046,SYN0046,2023-11-25 18:27:25.024170668,Sample processing at lab,,Y,,Conventional,2019-08-09 11:43:49.377088183,,2025-02-16 22:09:29.073271892,Cow,2.0,P,2.0,10.676422107665571,15.448742270168372,12.599698340137554,SYNTH00046,SYNTHM00000018,SYNTH_SIRE_10,SYN0046,SYNTH00046,SYNTH00046,SYNTHETIC_ANIMAL_046,SYNTH00046,SYNTH00046,SYNTHETIC_ANIMAL_046,GEBV,2025-12-20 06:26:20.788899946,107.0,,3138.0,3521.0,1139.0,182.0,3654.0,3479.0,404.0,407.0,636.0,377.0,499.0,274.0,54.0,19.0,0.3829599143613109,12.0,0.07725617357300266,102.0,100.0,,99.0,104.0,98.0,98.0,99.0,96.0,101.0,95.0,98.0,102.0,97.0,106.0,110.0,95.0,10.0,3.0,5.0,6.0,6.0,10.0,-0.0,6.0,0.0,2.0,-1.0,-0.0,-2.0,3.0,3.0,1.0,9.0,-5.0,-3.0,-4.0,5.0,3.0,1.0,-0.0,1.0,-1.0,3.0,-5.0,4.0,4.0,7.0,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.624602358833981,0.0,0.929774332177448,0.0,3.013089040446376,0.0,6.0,A1/A2,AC,AB,AA,0.0,0.0,0.0,100.0,0.0,Y,N,SYNTH00046,SYNTH00046,SYNTHETIC_ANIMAL_046,SYNTH00046,SYNTH00046,SYNTH00046,SYNTHETIC_ANIMAL_046
SYN0047,SYNTHETIC_ANIMAL_047,SYN0047,SYN0047,SYNTHETIC_ANIMAL_047,,11.0,SYN0047,SYN0047,2026-01-16 03:33:47.436495336,Sample processing at lab,2025-05-12 22:46:40.666678843,N,Conventional,,2018-11-27 04:59:08.754352791,2026-07-11 04:30:01.165809919,2026-06-05 15:46:15.705528072,Heifer,2.0,P,2.0,6.8469222247095685,9.64957659763137,11.660594799770234,SYNTH00047,SYNTHM00000001,SYNTH_SIRE_15,SYN0047,SYNTH00047,SYNTH00047,SYNTHETIC_ANIMAL_047,SYNTH00047,SYNTH00047,SYNTHETIC_ANIMAL_047,SMX PA,2026-04-07 20:54:57.799994656,,99.0,3341.0,3462.0,699.0,1482.0,3231.0,3169.0,616.0,670.0,591.0,473.0,361.0,454.0,571.0,48.0,-0.3030610263656499,15.0,0.2865435227222045,99.0,95.0,102.0,102.0,106.0,103.0,100.0,100.0,97.0,98.0,100.0,100.0,104.0,107.0,97.0,101.0,99.0,12.0,5.0,6.0,6.0,2.0,-4.0,2.0,12.0,3.0,2.0,3.0,8.0,5.0,3.0,4.0,-3.0,8.0,10.0,6.0,-3.0,-0.0,-1.0,-1.0,15.0,-2.0,7.0,0.0,-3.0,1.0,1.0,0.0,,,1.0,2.0,0.0,8.0,1.0,1.0,0.10286198178503092,0.0,0.0,1.0,0.0,5.231247083282582,0.0,0.0,,AA,NR,,0.0,0.0,0.0,,,N,N,SYNTH00047,SYNTH00047,SYNTHETIC_ANIMAL_047,SYNTH00047,SYNTH00047,SYNTH00047,SYNTHETIC_ANIMAL_047
SYN0048,SYNTHETIC_ANIMAL_048,SYN0048,SYN0048,SYNTHETIC_ANIMAL_048,,,SYN0048,SYN0048,2025-01-26 13:13:15.046254438,Sample processing at lab,2025-08-01 02:04:17.221618454,Y,Ivf,,2024-12-10 15:14:34.927299394,2026-07-13 15:15:39.114111915,,Cow,1.0,NP,3.0,4.02425918645296,10.190632746633716,,SYNTH00048,SYNTHM00000014,SYNTH_SIRE_06,SYN0048,SYNTH00048,SYNTH00048,SYNTHETIC_ANIMAL_048,SYNTH00048,SYNTH00048,SYNTHETIC_ANIMAL_048,PA,2026-01-23 19:55:34.011333262,,111.0,3059.0,3193.0,1604.0,634.0,3529.0,3180.0,642.0,432.0,588.0,363.0,412.0,448.0,580.0,115.0,0.38248319552272425,33.0,0.2627795042137114,103.0,98.0,101.0,105.0,104.0,98.0,102.0,89.0,99.0,97.0,103.0,100.0,101.0,99.0,98.0,106.0,103.0,-1.0,0.0,0.0,5.0,3.0,0.0,,-7.0,-5.0,-2.0,,-1.0,8.0,6.0,2.0,5.0,3.0,12.0,,-5.0,2.0,2.0,4.0,4.0,4.0,-2.0,3.0,1.0,8.0,-4.0,3.0,,,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9272170638689589,13.972891923430783,0.0,2.692855725201857,3.0,A1/A1,AE,NR,AB,,0.0,,100.0,0.0,Y,,SYNTH00048,SYNTH00048,SYNTHETIC_ANIMAL_048,SYNTH00048,SYNTH00048,SYNTH00048,SYNTHETIC_ANIMAL_048
SYN0049,SYNTHETIC_ANIMAL_049,SYN0049,SYN0049,SYNTHETIC_ANIMAL_049,,13.0,SYN0049,SYN0049,2023-03-11 15:47:15.926764856,Lab waiting for sample to arrive,2024-09-05 16:15:26.816631124,Y,Sexed,Beef,2026-03-15 08:59:15.419250271,,,Cow,2.0,NP,,4.542648074793272,10.060469381604735,,SYNTH00049,SYNTHM00000015,SYNTH_SIRE_11,SYN0049,SYNTH00049,SYNTH00049,SYNTHETIC_ANIMAL_049,SYNTH00049,SYNTH00049,SYNTHETIC_ANIMAL_049,PA,2026-03-27 23:45:46.106700656,107.0,110.0,3712.0,3059.0,940.0,1175.0,3551.0,3343.0,494.0,563.0,762.0,408.0,493.0,418.0,276.0,42.0,0.46166014509351705,53.0,0.16062629875961798,99.0,96.0,99.0,105.0,99.0,92.0,103.0,108.0,103.0,100.0,97.0,99.0,102.0,107.0,96.0,98.0,90.0,9.0,1.0,1.0,3.0,-3.0,1.0,6.0,4.0,4.0,6.0,1.0,1.0,-0.0,-6.0,3.0,5.0,7.0,-9.0,1.0,-3.0,-6.0,2.0,7.0,-4.0,4.0,2.0,-6.0,1.0,0.0,7.0,3.0,HH,,1.0,0.0,0.0,4.0,1.0,1.0,1.843447765668372,11.266278970799927,7.199173651910192,0.6067176501376159,0.0,0.0,3.8648499291002585,18.0,,BB,BB,,0.0,0.0,0.0,100.0,0.0,,Y,SYNTH00049,SYNTH00049,SYNTHETIC_ANIMAL_049,SYNTH00049,SYNTH00049,SYNTH00049,SYNTHETIC_ANIMAL_049
SYN0050,SYNTHETIC_ANIMAL_050,SYN0050,SYN0050,SYNTHETIC_ANIMAL_050,,,SYN0050,SYN0050,2025-11-09 07:35:53.368095423,,,Y,,Conventional,2024-11-30 10:57:54.210219304,,,Cow,3.0,P,1.0,6.854902487634133,,11.489628384257529,SYNTH00050,SYNTHM00000013,SYNTH_SIRE_18,SYN0050,SYNTH00050,SYNTH00050,SYNTHETIC_ANIMAL_050,SYNTH00050,SYNTH00050,SYNTHETIC_ANIMAL_050,EBV,2026-02-06 19:41:33.766902838,104.0,107.0,2993.0,3534.0,437.0,899.0,3177.0,3388.0,576.0,460.0,572.0,547.0,464.0,497.0,812.0,20.0,0.3487042070968107,47.0,0.3338836771351282,99.0,98.0,97.0,101.0,93.0,98.0,100.0,99.0,102.0,93.0,102.0,99.0,98.0,105.0,100.0,100.0,99.0,10.0,7.0,-4.0,1.0,3.0,-0.0,-0.0,-5.0,4.0,5.0,0.0,-2.0,1.0,4.0,12.0,6.0,5.0,2.0,-3.0,6.0,9.0,6.0,6.0,5.0,4.0,6.0,-1.0,-1.0,2.0,-5.0,-0.0,,,1.0,7.0,0.0,3.0,1.0,1.0,0.06720498302631239,7.889159300508151,4.814957967466627,1.0,18.975137471278643,3.31260778345107,7.754033725470695,19.0,A1/A2,,BB,AB,0.0,0.0,,100.0,0.0,,Y,SYNTH00050,SYNTH00050,SYNTHETIC_ANIMAL_050,SYNTH00050,SYNTH00050,SYNTH00050,SYNTHETIC_ANIMAL_050
SYN0051,SYNTHETIC_ANIMAL_051,SYN0051,SYN0051,SYNTHETIC_ANIMAL_051,,11.0,SYN0051,SYN0051,,,2026-02-04 05:06:04.988372215,N,,,2016-05-23 13:59:57.630338773,2027-02-26 09:16:02.171175079,2025-02-07 23:16:09.203075821,Heifer,0.0,NP,1.0,4.9041156730624476,16.16638628090168,11.440953871329326,SYNTH00051,SYNTHM00000007,SYNTH_SIRE_01,SYN0051,SYNTH00051,SYNTH00051,SYNTHETIC_ANIMAL_051,SYNTH00051,SYNTH00051,SYNTHETIC_ANIMAL_051,GPA,2026-01-29 15:30:04.602566767,,114.0,3147.0,3439.0,941.0,2489.0,3413.0,3018.0,528.0,521.0,589.0,482.0,520.0,513.0,828.0,37.0,0.1544561751053492,35.0,0.04009020692946008,97.0,97.0,96.0,101.0,101.0,100.0,105.0,102.0,102.0,102.0,99.0,100.0,97.0,94.0,97.0,103.0,97.0,5.0,8.0,7.0,5.0,4.0,5.0,3.0,3.0,1.0,8.0,6.0,6.0,-1.0,3.0,7.0,1.0,7.0,-1.0,6.0,-2.0,2.0,-1.0,2.0,-2.0,3.0,6.0,9.0,2.0,6.0,1.0,-1.0,HP,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.787012353922812,1.0,0.0,0.0,0.0,0.0,A2/A2,AA,NR,,0.0,,0.0,100.0,,Y,,SYNTH00051,SYNTH00051,SYNTHETIC_ANIMAL_051,SYNTH00051,SYNTH00051,SYNTH00051,SYNTHETIC_ANIMAL_051
SYN0052,SYNTHETIC_ANIMAL_052,SYN0052,SYN0052,SYNTHETIC_ANIMAL_052,,9.0,SYN0052,SYN0052,2025-11-10 05:00:23.239266462,Sample processing at lab,,Y,,,2016-09-30 22:18:45.355075005,2027-01-27 01:40:39.197205879,,Cow,3.0,NP,2.0,9.417452261414821,,10.923501312174233,SYNTH00052,SYNTHM00000000,SYNTH_SIRE_07,SYN0052,SYNTH00052,SYNTH00052,SYNTHETIC_ANIMAL_052,SYNTH00052,SYNTH00052,SYNTHETIC_ANIMAL_052,SMX PA,2026-04-03 19:40:31.734978474,,104.0,3274.0,2813.0,1311.0,2530.0,3174.0,3424.0,575.0,464.0,494.0,462.0,407.0,506.0,588.0,46.0,0.38680546953574185,-1.0,0.32046962712465377,105.0,91.0,101.0,96.0,105.0,100.0,101.0,93.0,97.0,96.0,94.0,100.0,101.0,98.0,99.0,102.0,99.0,1.0,1.0,-0.0,3.0,5.0,3.0,-2.0,1.0,-2.0,2.0,-1.0,10.0,-0.0,9.0,2.0,2.0,-0.0,1.0,-0.0,3.0,4.0,4.0,6.0,6.0,2.0,0.0,7.0,-0.0,-1.0,3.0,1.0,,,1.0,0.0,0.0,2.0,1.0,1.0,13.615859724861043,0.0,0.0,0.9414761460294427,26.125728096660136,2.0263764817095034,0.0,5.0,A1/A2,BB,AB,AA,0.0,,0.0,100.0,0.0,,Y,SYNTH00052,SYNTH00052,SYNTHETIC_ANIMAL_052,SYNTH00052,SYNTH00052,SYNTH00052,SYNTHETIC_ANIMAL_052
SYN0053,SYNTHETIC_ANIMAL_053,SYN0053,SYN0053,SYNTHETIC_ANIMAL_053,,12.0,SYN0053,SYN0053,,,2025-08-24 11:50:44.990866632,N,Beef,,2022-03-14 21:09:58.145542855,,2026-04-24 08:59:48.017603575,Cow,0.0,NP,4.0,7.034724515754005,,,SYNTH00053,SYNTHM00000019,SYNTH_SIRE_00,SYN0053,SYNTH00053,SYNTH00053,SYNTHETIC_ANIMAL_053,SYNTH00053,SYNTH00053,SYNTHETIC_ANIMAL_053,SMX PA,2026-01-07 12:19:10.310001751,109.0,118.0,2932.0,3153.0,1383.0,1137.0,3620.0,3265.0,500.0,559.0,565.0,431.0,543.0,448.0,275.0,38.0,0.2701270588934158,-1.0,0.16971054839341954,91.0,102.0,99.0,98.0,101.0,107.0,104.0,97.0,98.0,101.0,97.0,97.0,100.0,98.0,102.0,97.0,97.0,10.0,7.0,5.0,10.0,5.0,2.0,1.0,2.0,-2.0,3.0,-0.0,-5.0,7.0,7.0,4.0,2.0,4.0,0.0,,-2.0,8.0,2.0,6.0,1.0,-0.0,4.0,9.0,6.0,3.0,4.0,0.0,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6789249249954417,0.0,0.0,2.559021198994234,0.0,,BE,,AB,0.0,0.0,,,0.0,Y,N,SYNTH00053,SYNTH00053,SYNTHETIC_ANIMAL_053,SYNTH00053,SYNTH00053,SYNTH00053,SYNTHETIC_ANIMAL_053
SYN0054,SYNTHETIC_ANIMAL_054,SYN0054,SYN0054,SYNTHETIC_ANIMAL_054,,22.0,SYN0054,SYN0054,2024-09-19 21:00:34.342955667,Completed,2022-09-09 19:00:38.064017827,N,Conventional,,2017-08-09 06:26:21.328490914,2026-11-17 13:15:53.522592233,2025-12-13 06:26:45.287762009,Cow,2.0,P,1.0,14.760743655907405,20.230311648678512,10.356057821032064,SYNTH00054,SYNTHM00000018,SYNTH_SIRE_10,SYN0054,SYNTH00054,SYNTH00054,SYNTHETIC_ANIMAL_054,SYNTH00054,SYNTH00054,SYNTHETIC_ANIMAL_054,GPA,2026-03-11 16:17:01.498920389,,104.0,3338.0,3279.0,2523.0,1149.0,3425.0,2905.0,480.0,525.0,483.0,469.0,409.0,377.0,220.0,42.0,-0.010924791701216685,37.0,0.53,103.0,98.0,98.0,103.0,106.0,100.0,99.0,96.0,101.0,97.0,97.0,102.0,95.0,100.0,97.0,97.0,100.0,1.0,2.0,6.0,9.0,5.0,4.0,2.0,-2.0,5.0,4.0,3.0,1.0,-3.0,-0.0,4.0,8.0,4.0,5.0,,4.0,4.0,7.0,2.0,0.0,-1.0,3.0,9.0,1.0,8.0,0.0,-3.0,,,0.0,0.0,0.0,0.0,0.0,1.0,6.942466990498955,21.446259180964766,0.23077025789685846,0.8194506199674676,16.42487168671479,0.0,0.0,0.0,A1/A1,BB,AB,,,0.0,0.0,100.0,0.0,N,N,SYNTH00054,SYNTH00054,SYNTHETIC_ANIMAL_054,SYNTH00054,SYNTH00054,SYNTH00054,SYNTHETIC_ANIMAL_054
SYN0055,SYNTHETIC_ANIMAL_055,SYN0055,SYN0055,SYNTHETIC_ANIMAL_055,,1.0,SYN0055,SYN0055,2023-11-18 18:43:03.155726053,Completed,2023-02-18 10:30:01.246345281,Y,,Conventional,2023-03-09 15:11:09.443648204,2027-04-11 23:21:29.522253751,2025-08-20 23:13:16.285101216,Heifer,2.0,NP,3.0,3.5749407012845342,8.758478436353013,12.645615101082536,SYNTH00055,SYNTHM00000001,SYNTH_SIRE_15,SYN0055,SYNTH00055,SYNTH00055,SYNTHETIC_ANIMAL_055,SYNTH00055,SYNTH00055,SYNTHETIC_ANIMAL_055,PA,2026-04-20 19:54:29.713656818,,106.0,3703.0,3440.0,654.0,834.0,2904.0,3190.0,631.0,479.0,684.0,508.0,608.0,537.0,-322.0,-5.0,0.7674803994471785,-1.0,-0.07237808801549366,98.0,96.0,,101.0,103.0,105.0,94.0,106.0,98.0,98.0,95.0,97.0,98.0,100.0,102.0,105.0,108.0,5.0,4.0,7.0,6.0,3.0,1.0,3.0,5.0,-4.0,6.0,-4.0,7.0,-3.0,8.0,1.0,-7.0,7.0,,-1.0,-3.0,8.0,6.0,-0.0,9.0,6.0,-0.0,6.0,4.0,4.0,-4.0,-0.0,,,0.0,0.0,0.0,2.0,1.0,1.0,18.19120684728465,12.01663651371818,7.296964421511447,0.5478607126212751,8.101149769328217,5.07857213671809,22.23150636140185,1.0,A2/A2,BE,AA,AA,0.0,0.0,,100.0,0.0,N,N,SYNTH00055,SYNTH00055,SYNTHETIC_ANIMAL_055,SYNTH00055,SYNTH00055,SYNTH00055,SYNTHETIC_ANIMAL_055
SYN0056,SYNTHETIC_ANIMAL_056,SYN0056,SYN0056,SYNTHETIC_ANIMAL_056,,3.0,SYN0056,SYN0056,2023-05-09 11:42:27.740011779,,2025-06-01 05:21:18.960466702,Y,Beef,,2021-01-28 19:23:36.107806405,2026-06-21 15:36:09.228362042,,Cow,0.0,P,4.0,8.855543285104345,12.588274344047857,13.611374371856535,SYNTH00056,SYNTHM00000019,SYNTH_SIRE_00,SYN0056,SYNTH00056,SYNTH00056,SYNTHETIC_ANIMAL_056,SYNTH00056,SYNTH00056,SYNTHETIC_ANIMAL_056,GPA,2025-12-26 07:52:39.778181735,101.0,,3103.0,3474.0,1091.0,1900.0,3289.0,3598.0,544.0,432.0,843.0,558.0,372.0,478.0,-20.0,11.0,0.11536092871932589,21.0,-0.002174136380418787,99.0,96.0,101.0,102.0,107.0,102.0,102.0,97.0,99.0,96.0,100.0,99.0,99.0,110.0,102.0,105.0,98.0,6.0,10.0,-0.0,5.0,5.0,11.0,,-4.0,5.0,-2.0,,-4.0,7.0,3.0,1.0,-1.0,2.0,-2.0,-4.0,1.0,-2.0,2.0,-0.0,4.0,4.0,4.0,2.0,2.0,9.0,0.0,3.0,,,1.0,1.0,0.0,2.0,1.0,0.0,9.760701802088361,0.0,8.205323760417047,1.0,18.485659944219872,4.493628975873376,0.0,14.0,A1/A1,AE,AA,AB,0.0,,0.0,,,N,Y,SYNTH00056,SYNTH00056,SYNTHETIC_ANIMAL_056,SYNTH00056,SYNTH00056,SYNTH00056,SYNTHETIC_ANIMAL_056
SYN0057,SYNTHETIC_ANIMAL_057,SYN0057,SYN0057,SYNTHETIC_ANIMAL_057,,,SYN0057,SYN0057,2026-01-01 18:43:34.324675280,,2022-05-14 03:41:46.183005699,Y,,Conventional,2020-11-18 20:33:39.491288921,2026-10-09 23:46:51.507855182,,Heifer,1.0,NP,2.0,5.233535093308705,8.25248171311474,,SYNTH00057,SYNTHM00000018,SYNTH_SIRE_10,SYN0057,SYNTH00057,SYNTH00057,SYNTHETIC_ANIMAL_057,SYNTH00057,SYNTH00057,SYNTHETIC_ANIMAL_057,SMX PA,2026-06-21 15:52:19.245831958,102.0,107.0,3356.0,3310.0,1458.0,866.0,3713.0,3676.0,707.0,536.0,598.0,292.0,416.0,557.0,78.0,38.0,0.44923446805463085,32.0,0.15244791197183047,106.0,99.0,107.0,105.0,101.0,101.0,103.0,103.0,101.0,99.0,99.0,99.0,97.0,96.0,103.0,107.0,100.0,9.0,7.0,4.0,4.0,7.0,,8.0,6.0,0.0,6.0,-1.0,4.0,3.0,0.0,9.0,2.0,-5.0,1.0,-1.0,1.0,11.0,0.0,5.0,6.0,-1.0,9.0,-0.0,-4.0,8.0,0.0,6.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.335011190887606,8.443148908654887,0.0,0.5957674868486345,6.820143075055489,0.0,1.979988336821119,8.0,A1/A1,AA,AB,AA,0.0,0.0,0.0,100.0,,,N,SYNTH00057,SYNTH00057,SYNTHETIC_ANIMAL_057,SYNTH00057,SYNTH00057,SYNTH00057,SYNTHETIC_ANIMAL_057
SYN0058,SYNTHETIC_ANIMAL_058,SYN0058,SYN0058,SYNTHETIC_ANIMAL_058,,,SYN0058,SYN0058,,Lab waiting for sample to arrive,2026-05-31 13:49:21.710592867,Y,,Sexed,2024-05-11 18:34:01.995969172,,,Cow,0.0,NP,3.0,6.959560333405985,9.638809050187415,10.537121793154872,SYNTH00058,SYNTHM00000012,SYNTH_SIRE_08,SYN0058,SYNTH00058,SYNTH00058,SYNTHETIC_ANIMAL_058,SYNTH00058,SYNTH00058,SYNTHETIC_ANIMAL_058,GEBV,2026-03-19 18:21:49.701256840,106.0,,2459.0,3389.0,1128.0,800.0,3192.0,3424.0,553.0,419.0,487.0,424.0,522.0,548.0,-191.0,37.0,-0.49673369650155175,3.0,0.1494390630660492,97.0,95.0,99.0,98.0,104.0,99.0,103.0,96.0,99.0,106.0,91.0,101.0,104.0,101.0,100.0,108.0,108.0,4.0,7.0,11.0,-1.0,4.0,2.0,5.0,0.0,1.0,3.0,-0.0,7.0,9.0,4.0,3.0,-1.0,0.0,4.0,4.0,10.0,6.0,3.0,2.0,4.0,2.0,4.0,8.0,1.0,4.0,0.0,4.0,,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.592847063076517,1.0,0.0,0.0,33.90010418591063,0.0,,,BB,AA,0.0,0.0,0.0,100.0,0.0,,Y,SYNTH00058,SYNTH00058,SYNTHETIC_ANIMAL_058,SYNTH00058,SYNTH00058,SYNTH00058,SYNTHETIC_ANIMAL_058
